Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-October-2012,383.90,388.55,380.55,385.60,384.576724026028997612,177187,4077,68141996.00,33292,18.79,8.00,1.70
25-October-2012,394.50,394.50,382.30,387.10,389.690094163709180325,903639,7950,352139167.00,628751,69.58,12.20,-7.40
23-October-2012,402.90,403.05,390.25,390.90,395.686316011214822022,199379,4264,78891542.00,57924,29.05,12.80,-12.00
22-October-2012,406.00,406.00,398.50,400.65,401.566730960505998010,181977,4361,73075909.00,39822,21.88,7.50,-5.35
19-October-2012,416.55,416.70,405.00,406.85,409.627458200522421550,173806,3816,71195710.00,57003,32.80,11.70,-9.70
18-October-2012,413.50,420.55,405.00,417.40,411.916946335595596949,280987,7054,115743307.00,52187,18.57,15.55,3.90
17-October-2012,415.50,416.75,410.10,413.00,412.626889152850788515,158272,3817,65307283.00,45328,28.64,6.65,-2.50
16-October-2012,425.00,425.10,411.75,412.40,416.526978429447021773,147655,2891,61502291.00,64685,43.81,13.35,-12.60
15-October-2012,419.00,423.45,417.00,421.10,420.643209483046474213,131772,3122,55428997.00,28174,21.38,6.45,2.10
12-October-2012,419.00,427.65,416.00,417.45,422.210139478583022311,218098,5532,92083187.00,37185,17.05,11.65,-1.55
11-October-2012,419.00,422.00,415.00,419.15,418.864166965226272532,187009,3876,78331369.00,44551,23.82,7.00,0.15
10-October-2012,421.45,429.35,415.35,416.45,422.120440191882937603,231808,6965,97850895.00,55518,23.95,14.00,-5.00
9-October-2012,423.55,431.30,420.15,423.35,425.949201794373513012,275305,6999,117265945.00,47719,17.33,11.15,-0.20
8-October-2012,418.70,424.65,416.00,420.35,420.640134701250004082,306159,6515,128782763.00,62525,20.42,8.65,1.65
5-October-2012,421.55,422.00,406.40,417.05,416.291517213326923788,324516,6516,135093258.00,67736,20.87,15.60,-4.50
4-October-2012,418.80,424.05,412.55,416.75,418.824411413435500845,422835,12632,177093620.00,69165,16.36,11.50,-2.05
3-October-2012,435.20,435.25,415.00,415.80,419.914512122922481302,579357,13263,243280412.00,163465,28.21,20.25,-19.40
1-October-2012,430.10,440.00,423.40,435.75,433.080917847835409771,363764,8533,157539247.00,37629,10.34,16.60,5.65
28-September-2012,433.00,443.80,426.15,427.50,435.057036710146861113,487195,9824,211957613.00,101053,20.74,17.65,-5.50
27-September-2012,424.80,433.50,420.00,426.10,426.695851964396625746,404119,8758,172435901.00,70656,17.48,13.50,1.30
26-September-2012,419.05,430.75,419.00,424.15,424.158015451472718493,546744,11635,231905850.00,72389,13.24,11.75,5.10
25-September-2012,446.50,446.50,422.00,425.10,431.361105761179031987,477680,11429,206052573.00,83026,17.38,24.50,-21.40
24-September-2012,428.00,453.80,428.00,444.45,444.908171657654149797,1006748,22939,447910412.00,109415,10.87,25.80,16.45
21-September-2012,398.00,431.65,395.10,426.60,414.203542846413746313,1033237,20052,427970426.00,174909,16.93,36.55,28.60
20-September-2012,395.00,417.25,391.15,400.90,407.614791228232464559,691856,17790,282010739.00,74885,10.82,26.10,5.90
18-September-2012,393.50,408.70,390.00,404.95,402.734064747676640940,479801,11332,193232207.00,73455,15.31,18.70,11.45
17-September-2012,376.10,400.70,376.10,394.55,391.598173599165133388,768506,17519,300945546.00,119507,15.55,24.60,18.45
14-September-2012,347.00,375.80,347.00,372.25,365.005593613185681174,1164900,24757,425195016.00,225314,19.34,28.80,25.25
13-September-2012,344.80,346.90,336.05,342.05,341.837313565654411214,707957,16610,242006119.00,97488,13.77,10.85,-2.75
12-September-2012,335.00,349.75,321.10,346.45,333.998821404576234080,1059736,24456,353950575.00,107398,10.13,28.65,11.45
11-September-2012,342.80,342.80,331.10,333.80,335.235484918137503861,381982,8606,128053921.00,90165,23.60,11.70,-9.00
10-September-2012,342.80,350.70,333.25,344.60,344.587273755656108597,371280,8580,127938363.00,68699,18.50,17.45,1.80
