Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-July-2008,838.00,888.00,838.00,877.95,861.828443352156884403,217281,6710,187258946.00,58919,27.12,50.00,39.95
1-July-2008,858.80,878.90,835.00,846.75,853.589098205225919310,217799,5602,185910852.00,96557,44.33,43.90,-12.05
30-June-2008,864.90,878.00,851.25,858.80,865.336150131262521106,254071,3932,219856821.00,151260,59.53,26.75,-6.10
27-June-2008,865.00,872.00,850.00,865.20,863.559637657649306574,388362,5071,335373748.00,247393,63.70,22.00,0.20
26-June-2008,885.00,889.90,862.20,876.85,870.781537664672255081,262567,5150,228638496.00,118305,45.06,27.70,-8.15
25-June-2008,820.00,886.00,800.00,877.75,863.188783288341550840,268938,6630,232144265.00,119080,44.28,86.00,57.75
24-June-2008,860.00,864.80,823.15,843.95,841.053674707077496524,327305,8847,275281073.00,115081,35.16,41.65,-16.05
23-June-2008,851.00,879.00,844.00,857.80,859.710622940634078147,302581,6828,260132100.00,134758,44.54,35.00,6.80
20-June-2008,895.00,900.00,842.05,863.40,862.510956613570359940,284075,8598,245017800.00,115974,40.83,57.95,-31.60
19-June-2008,895.00,895.90,878.25,885.95,888.016808775845718710,241481,4710,214439187.00,131140,54.31,17.65,-9.05
18-June-2008,925.00,925.00,891.00,900.50,903.953383455564346532,487874,5916,441015353.00,297878,61.06,34.00,-24.50
17-June-2008,910.00,927.00,903.30,921.40,921.452877557669334798,313078,4407,288486624.00,223289,71.32,23.70,11.40
16-June-2008,920.00,927.95,903.30,910.55,916.783808692561980243,512139,6228,469520743.00,386576,75.48,24.65,-9.45
13-June-2008,899.00,921.10,883.00,907.65,907.326294330080692613,457167,8425,414799640.00,243812,53.33,38.10,8.65
12-June-2008,868.00,901.85,858.00,888.50,882.382196158954994460,172401,5699,152123573.00,51440,29.84,43.85,20.50
