Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-November-2012,2115.00,2118.45,2053.10,2065.90,2078.768695827721862291,376461,18165,782575342.00,54005,14.35,65.35,-49.10
19-November-2012,2119.00,2121.80,2085.25,2094.95,2099.790685111680015031,340616,17236,715222304.00,44826,13.16,36.55,-24.05
16-November-2012,2155.70,2169.90,2101.00,2107.50,2136.186509122698175460,354610,17619,757513098.00,48606,13.71,68.90,-48.20
15-November-2012,2154.80,2181.60,2140.05,2153.40,2157.803969016068113437,312420,15201,674141116.00,51759,16.57,41.55,-1.40
13-November-2012,2191.90,2191.90,2160.00,2171.95,2179.063798206397596679,112511,5624,245168647.00,28716,25.52,31.90,-19.95
12-November-2012,2165.00,2194.85,2125.65,2190.65,2165.988637406871226298,708025,29052,1533574105.00,47582,6.72,69.20,25.65
9-November-2012,2237.00,2269.00,2151.00,2156.35,2197.808599618679333295,1301267,69938,2859935803.00,134741,10.35,118.00,-80.65
8-November-2012,2189.70,2267.00,2181.25,2243.55,2229.120433850939050739,673872,31683,1502141845.00,40862,6.06,85.75,53.85
7-November-2012,2172.00,2229.80,2164.30,2214.35,2208.753140667831323589,563256,24165,1244093459.00,103609,18.39,65.50,42.35
6-November-2012,2134.40,2176.80,2131.55,2172.85,2161.520432594926983541,357933,16266,773679493.00,49284,13.77,45.25,38.45
5-November-2012,2147.70,2153.15,2130.00,2143.05,2141.258888843226845296,267667,13100,573144343.00,19311,7.21,23.15,-4.65
2-November-2012,2136.00,2158.80,2126.20,2152.50,2143.316467069630672179,318308,15786,682234778.00,48438,15.22,32.60,16.50
1-November-2012,2110.00,2123.95,2099.00,2114.15,2113.402863910995182454,300568,14380,635221272.00,30517,10.15,24.95,4.15
31-October-2012,2076.00,2114.80,2058.05,2109.60,2091.887009442829558155,528761,25559,1106108267.00,82708,15.64,56.75,33.60
30-October-2012,2172.00,2199.80,2065.15,2074.15,2119.074056940601333397,1165144,55163,2469026423.00,185018,15.88,134.65,-97.85
29-October-2012,2175.00,2203.80,2161.00,2170.35,2178.320167725092026342,476494,21182,1037956490.00,41757,8.76,42.80,-4.65
26-October-2012,2187.70,2204.95,2162.10,2173.20,2182.081499769254629407,396541,19074,865284780.00,33640,8.48,42.85,-14.50
25-October-2012,2240.00,2249.00,2197.50,2201.80,2217.303239287742552572,368013,16655,815996417.00,46185,12.55,51.50,-38.20
23-October-2012,2242.00,2267.00,2232.30,2235.20,2246.138828499304518056,291165,13855,653997012.00,27063,9.29,34.70,-6.80
22-October-2012,2226.00,2259.90,2225.25,2241.90,2242.152335987409808079,299916,16685,672457360.00,14324,4.78,34.65,15.90
19-October-2012,2273.00,2279.50,2234.00,2256.65,2257.162170019339977087,405895,19552,916170839.00,29734,7.33,45.50,-16.35
18-October-2012,2225.70,2283.90,2207.55,2276.65,2248.725577704312549018,539333,25652,1212811912.00,57808,10.72,76.35,50.95
17-October-2012,2246.50,2255.00,2203.20,2214.65,2221.974290654719798789,508920,22042,1130807156.00,62585,12.30,51.80,-31.85
16-October-2012,2274.35,2284.70,2224.00,2228.95,2254.020202187420675650,362436,15157,816938066.00,30154,8.32,60.70,-45.40
15-October-2012,2248.40,2269.70,2231.05,2264.30,2254.248814042411133834,356463,14988,803556295.00,15829,4.44,38.65,15.90
12-October-2012,2270.00,2292.90,2243.00,2250.60,2265.880832666786003185,441329,20465,999998922.00,22529,5.10,49.90,-19.40
11-October-2012,2225.00,2283.70,2192.35,2268.75,2231.152590077170762300,653745,29879,1458604850.00,61438,9.40,91.35,43.75
10-October-2012,2260.00,2264.70,2221.20,2227.20,2240.864177291553384138,369651,19055,828337684.00,40599,10.98,43.50,-32.80
9-October-2012,2287.50,2305.90,2259.00,2280.20,2281.325755102328432811,425737,18456,971244783.00,29121,6.84,46.90,-7.30
8-October-2012,2338.00,2339.00,2262.00,2269.85,2293.128207431981016886,434070,18868,995378161.00,70302,16.20,77.00,-68.15
5-October-2012,2352.00,2363.60,2295.00,2339.30,2328.979646479629580950,798879,32612,1860572931.00,165989,20.78,68.60,-12.70
4-October-2012,2305.30,2348.00,2305.30,2344.80,2331.269095470592028757,480703,22407,1120648048.00,84373,17.55,42.70,39.50
